house_id,amenity_id,amenity_name,description
916,15,Laundry Room,A convenient laundry room with washer and dryer.
916,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
916,11,Security System,An advanced security system to keep your home safe and secure.
916,9,Home Office,A dedicated home office space for remote work or study.
917,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
917,13,Hardwood Floors,Elegant hardwood floors throughout the home.
917,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
917,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
917,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
918,15,Laundry Room,A convenient laundry room with washer and dryer.
918,13,Hardwood Floors,Elegant hardwood floors throughout the home.
918,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
918,7,Basement,A large basement that can be used for storage or additional living space.
919,13,Hardwood Floors,Elegant hardwood floors throughout the home.
919,15,Laundry Room,A convenient laundry room with washer and dryer.
919,12,Smart Home Features,Smart home features including automated lighting and thermostats.
919,9,Home Office,A dedicated home office space for remote work or study.
919,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
920,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
920,10,Gym,A home gym equipped with various exercise machines and weights.
920,15,Laundry Room,A convenient laundry room with washer and dryer.
920,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
920,2,Garage,A spacious garage for secure vehicle parking and storage.
921,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
921,7,Basement,A large basement that can be used for storage or additional living space.
921,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
921,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
922,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
922,15,Laundry Room,A convenient laundry room with washer and dryer.
922,10,Gym,A home gym equipped with various exercise machines and weights.
922,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
923,9,Home Office,A dedicated home office space for remote work or study.
923,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
923,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
923,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
923,11,Security System,An advanced security system to keep your home safe and secure.
924,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
924,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
924,10,Gym,A home gym equipped with various exercise machines and weights.
924,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
924,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
925,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
925,13,Hardwood Floors,Elegant hardwood floors throughout the home.
925,2,Garage,A spacious garage for secure vehicle parking and storage.
926,2,Garage,A spacious garage for secure vehicle parking and storage.
926,12,Smart Home Features,Smart home features including automated lighting and thermostats.
926,13,Hardwood Floors,Elegant hardwood floors throughout the home.
927,13,Hardwood Floors,Elegant hardwood floors throughout the home.
927,15,Laundry Room,A convenient laundry room with washer and dryer.
927,2,Garage,A spacious garage for secure vehicle parking and storage.
927,12,Smart Home Features,Smart home features including automated lighting and thermostats.
927,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
928,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
928,9,Home Office,A dedicated home office space for remote work or study.
928,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
928,11,Security System,An advanced security system to keep your home safe and secure.
928,7,Basement,A large basement that can be used for storage or additional living space.
929,2,Garage,A spacious garage for secure vehicle parking and storage.
929,7,Basement,A large basement that can be used for storage or additional living space.
929,9,Home Office,A dedicated home office space for remote work or study.
929,10,Gym,A home gym equipped with various exercise machines and weights.
930,10,Gym,A home gym equipped with various exercise machines and weights.
930,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
931,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
932,15,Laundry Room,A convenient laundry room with washer and dryer.
932,9,Home Office,A dedicated home office space for remote work or study.
932,12,Smart Home Features,Smart home features including automated lighting and thermostats.
933,2,Garage,A spacious garage for secure vehicle parking and storage.
933,10,Gym,A home gym equipped with various exercise machines and weights.
933,15,Laundry Room,A convenient laundry room with washer and dryer.
934,10,Gym,A home gym equipped with various exercise machines and weights.
934,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
934,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
934,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
934,2,Garage,A spacious garage for secure vehicle parking and storage.
935,12,Smart Home Features,Smart home features including automated lighting and thermostats.
935,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
935,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
936,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
936,7,Basement,A large basement that can be used for storage or additional living space.
936,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
936,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
937,2,Garage,A spacious garage for secure vehicle parking and storage.
937,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
938,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
939,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
939,7,Basement,A large basement that can be used for storage or additional living space.
939,13,Hardwood Floors,Elegant hardwood floors throughout the home.
940,12,Smart Home Features,Smart home features including automated lighting and thermostats.
940,10,Gym,A home gym equipped with various exercise machines and weights.
941,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
941,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
941,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
942,2,Garage,A spacious garage for secure vehicle parking and storage.
942,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
943,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
943,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
943,9,Home Office,A dedicated home office space for remote work or study.
943,7,Basement,A large basement that can be used for storage or additional living space.
943,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
944,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
944,2,Garage,A spacious garage for secure vehicle parking and storage.
944,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
945,15,Laundry Room,A convenient laundry room with washer and dryer.
946,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
946,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
